news_id,article_id,article_title,date_prediction,event,event_type
6039,1303,Sat takes stock of people’s grievances,[],STATE TIMES NEWSJAMMU: Former Minister Sat Sharma (CA) visited Kamla Palace Road area of the Jammu West Assembly segment and Kamla Palace Road area of the Jammu West Assembly segment's adjoining localities to take stock of the problems being faced by the residents of Kamla Palace Road area of the Jammu West Assembly segment.,take
6040,1303,Sat takes stock of people’s grievances,[],"Corporator Ward 41 Sanjay Baru, Corporator Ward 40 Neelam Narogotra, UEED officials, PDD officials, local residents and political [&#8230;]",take
6041,1304,"If talks take place with Pakistan, it will be on PoK: Rajnath","[('2019-08-18', 'Sunday')]","Kalka (Haryana): Asserting that dialogue with Pakistan is not possible till Pakistan stops aiding and abetting terrorism, Union Defence Minister Rajnath Singh said on Sunday that if talks are held with Pakistan talks will be only on Pakistan occupied Kashmir (PoK).",off
6042,1304,"If talks take place with Pakistan, it will be on PoK: Rajnath",[],Union Defence Minister Rajnath Singh was addressing a public rally ahead of flagging off the BJP&#8217;s Jan Ashirwad [&#8230;],off
6043,1305,Jat Sabha hails Governor’s role in scrapping Art 370,[],STATE TIMES NEWSJAMMU: Jat Sabha extended heartiest congratulations to Governor Satya Pal Malik for maintaining perfect coordination with the Government of India to remove Articles 370 and 35A from Jammu and Kashmir.,remove
6044,1305,Jat Sabha hails Governor’s role in scrapping Art 370,[],"Governor Satya Pal Malik, former DGP Haryana and President Jat Sabha Chandigarh/ Panchkula along with all members of Jat Sabha, Akhil [&#8230;]",remove
6045,1306,Workshop on Anaemia Mukt Bharat held,"[('2019-08-19', 'Monday')]",State Times NewsSamba: An orientation workshop on Anaemia Mukt Bharat &#38; Vitamin A Supplementation was organised by District Health Society Samba on Monday.,fight
6046,1306,Workshop on Anaemia Mukt Bharat held,[],"Organised under the supervision of Chief Medical Officer Dr. Rajinder Samyal, the objective of An orientation workshop on Anaemia Mukt Bharat &#38; Vitamin A Supplementation was to orient the staff for rolling out the interventions to fight the problem of Anaemia [&#8230;]",fight
6047,1307,Baru listens to  people’s grievances,"[('2019-08-19', 'Monday')]","STATE TIMES NEWSJAMMU: BJP State Secretary and Corporator, ward no 41, Sanjay Kumar Baru on Monday conducted an extensive visit of ward no 41 to take stock of various development works to be initiated in the area besides listening to people&#8217;s grievances.",take
6048,1307,Baru listens to  people’s grievances,[],"AEE Works Vinay Arora, JE PHE Suresh Sharma along with Supervisors and others officials [&#8230;]",take
6049,1308,"DDC Rajouri visits Jawahar Nagar, assesses basic services","[('2019-08-20', 'Tuesday')]","STATE TIMES NEWSRAJOURI: In order to take stock of basic urban infrastructure, District Development Commissioner, Mohammad Aijaz Asad, on Tuesday visited Jawahar nagar area of district Rajouri.",take
6050,1308,"DDC Rajouri visits Jawahar Nagar, assesses basic services",[],"District Development Commissioner, Mohammad Aijaz Asad visited old DIET, Indra Children Park and Irrigation Store.",take
6051,1308,"DDC Rajouri visits Jawahar Nagar, assesses basic services",[],"At old DIET, Vice President Municipality Rajouri Bharat Bushan along with the locals demanded construction of a [&#8230;]",take
6052,1309,Anyone who ‘touches’ Iran tanker risks US sanctions: Pompeo,[],"United Nations: US Secretary of State Mike Pompeo says anyone who &#8220;touches,&#8221; supports or allows an Iranian tanker carrying crude oil to dock risks US sanctions.",take
6053,1309,Anyone who ‘touches’ Iran tanker risks US sanctions: Pompeo,"[('2019-08-20', 'Tuesday'), ('2019-08-18', 'Sunday')]","US Secretary of State Mike Pompeo told reporters Tuesday that if an Iranian supertanker that left Gibraltar on Sunday again heads to Syria, &#8220;we&#8217;ll take every action United Nations can consistent with US sanctions to [&#8230;]",take
6054,1310,Adityanath expands council of ministers,"[('2019-08-21', 'Wednesday')]",Lucknow: Uttar Pradesh Chief Minister Yogi Adityanath on Wednesday expanded Uttar Pradesh Chief Minister Yogi Adityanath's council of ministers with 23 ministers taking oath at the Raj Bhavan.,charge
6055,1310,Adityanath expands council of ministers,[],expanded is the first rejig of Adityanath&#8217;s council of ministers since Uttar Pradesh Chief Minister Yogi Adityanath came to power in 2017.,charge
6056,1310,Adityanath expands council of ministers,[],"Four ministers of state with independent charge were promoted as cabinet ministers, while two new [&#8230;]",charge
6057,1311,Doval returns to Delhi after 11 days in Kashmir,"[('2019-08-16', 'Friday')]","STATE TIMES NEWS Srinagar: National Security Advisor Ajit Doval on Friday returned to Delhi after spending 11 days in Kashmir Valley to ensure smooth implementation of plans after the withdrawal of special status accorded to Jammu and Kashmir Valley, officials said.",charge
6058,1311,Doval returns to Delhi after 11 days in Kashmir,"[('2019-08-06', 'August 6')]","Doval, who came here on August 6, took charge of security and development-related activities with [&#8230;]",charge
6059,1312,DCE organises cleanliness drive,[],"STATE TIMES NEWSJAMMU: To bring awareness among students and staff members about the importance of cleanliness, NSS unit of Dogra College of Education (DCE) organised two-day campaign on cleanliness under Swachhta Pakhwada.",campaign
6060,1312,DCE organises cleanliness drive,[],The first day programme was organised in college campus where 144 NSS unit of Dogra College of Education (DCE) volunteers of B.Ed semester III participated in the cleanliness drive under [&#8230;],campaign
6061,1313,India U-19 beats Vanuatu 1-0 in football,"[('2019-08-18', 'Sunday')]",AgencyNew Delhi: Sumit Rathi&#8217;s 78th minute strike earned India U-19 national team a 1-0 win against hosts Vanuatu in India U-19 national team's opening fixture of the OFC Developmental Tournament in Port Villa on Sunday.,strike
6062,1313,India U-19 beats Vanuatu 1-0 in football,[],Coach Floyd Pinto opted to field four defenders at the back while Aman Chetri was put upfront in the attacking third in the [&#8230;],strike
6063,1314,Ayodhya land dispute: No hearing in SC as Constitution bench judge unavailable,"[('2019-08-19', 'Monday')]",New Delhi: The hearing in the politically sensitive Ram Janmabhoomi-Babri Masjid land dispute case could not take place in the Supreme Court on Monday due to unavailability of one of the five judges of the Constitution bench.,take
6064,1314,Ayodhya land dispute: No hearing in SC as Constitution bench judge unavailable,[],the Constitution bench was scheduled to hear arguments of senior lawyer C [&#8230;],take
6065,1315,Army rescues accident victims,[],STATE TIMES NEWSRAJOURI: Army rescued accident victims at Rajouri.,off
news_id,article_id,article_title,date_prediction,event,event_type
6067,1315,Army rescues accident victims,[],an Alto car from Jamola to Palma slipped off the road and got stuck into maize field approximately 30 feet below the [&#8230;],off
6068,1316,Kashmir gambit,"[('2019-08-19', '19 August')]","Dear Editor, Apropos “The Kashmir gambit” (STATE TIMES 19 August).",charge
6069,1316,Kashmir gambit,[],The writer says that Nehru had kept Nehru's home minister in the dark about 370.,charge
6070,1316,Kashmir gambit,[],"The fact, however, is that the article was adopted by the constituent assembly when Nehru was abroad and Patel was in charge of the matter.",charge
6071,1316,Kashmir gambit,[],Nehru is said to have [&#8230;],charge
6072,1317,ABVP installs statue of Savarkar in DU’s north campus,"[('2019-08-20', 'Tuesday')]","AgencyNew Delhi: Ahead of the Delhi University students&#8217; union polls, the RSS-affiliated ABVP on Tuesday installed busts of V D Savarkar, Subhash Chandra Bose and Bhagat Singh &#8216;without due permission&#8217; outside the gate of Arts Faculty in north campus.",move
6073,1317,ABVP installs statue of Savarkar in DU’s north campus,[],installed has been criticised by the Congress-affiliated NSUI and Left-backed AISA which said V D Savarkar cannot [&#8230;],move
6074,1318,IAF’s Abhinandan gets Vir Chakra,[],"STATE TIMES NEWS New Delhi: Wing Commander Abhinandan Varthaman, who downed an enemy jet during an aerial combat with Pakistan in February and was held captive for three days, has been conferred the Vir Chakra, India&#8217;s third-highest war time gallantry medal.",combat
6075,1318,IAF’s Abhinandan gets Vir Chakra,"[('2019-07-04', 'Independence Day')]",The defence ministry announced the military awards on the eve of Independence Day celebrations.,combat
6076,1318,IAF’s Abhinandan gets Vir Chakra,[],[&#8230;],combat
6077,1319,SKUAST Jammu imparts awareness on Parthenium management,"[('2019-08-16', '16th of August')]","STATE TIMES NEWSR S PURA: Krishi Vigyan Kendra (KVK), PURA and AICRP Weed Management, Division of Agronomy, SKUAST-Jammu initiated awareness campaign against parthenium weed on 16th of August, 2019 at Government Middle School Khepar, Miran Sahib, R.S.",campaign
6078,1319,SKUAST Jammu imparts awareness on Parthenium management,[],"Pura, on the directions of Vice Chancellor SKUAST-J Dr. K.S Risam, which is being organized simultaneously [&#8230;]",campaign
6079,1320,Five assault cases reported,"[('2019-08-16', 'Friday')]",STATE TIMES NEWS JAMMU: Five assault cases have been reported here on Friday.,assault
6080,1320,Five assault cases reported,[],"As per the details, a case regarding clash between two groups was reported in Gandhi Nagar Police station in which weapons were also used.",assault
6081,1320,Five assault cases reported,[],"Simranpal Singh, resident of Nanak Nagar lodged a complaint with police that Rajiv Topi, resident of Shivaji Chowk [&#8230;]",assault
6082,1321,Making ‘Mission Mangal’ was a big risk: Akshay Kumar,[],Mumbai: Actor Akshay Kumar says Actor Akshay Kumar's latest &#8220;Mission Mangal&#8221; was not an easy project to make as the space genre till now was an uncharted territory in Bollywood.,film
6083,1321,Making ‘Mission Mangal’ was a big risk: Akshay Kumar,[],"The Jagan Shakti-directed movie, touted as India&#8217;s first space film, follows the scientists at Indian Space Research Organisation (ISRO) who contributed to the Mars Orbiter Mission (MOM).",film
6084,1321,Making ‘Mission Mangal’ was a big risk: Akshay Kumar,[],[&#8230;],film
6085,1322,"Normalcy returning to rain-hit kerala, toll reaches 113","[('2019-08-17', 'Saturday')]","Thiruvananthapuram: As normalcy was slowly returning to rain-battered Kerala, people have started moving to people's homes from relief camps, even as the toll climbed to 113 on Saturday, with more bodies being retrieved from the landslide hit districts of Malappuram and Wayanad.",hit
6086,1322,"Normalcy returning to rain-hit kerala, toll reaches 113",[],"As per the 9 AM update, 50 people have so far lost 50 people's [&#8230;]",hit
6087,1323,"Fire at AIIMS, 34 fire tenders rushed","[('2019-08-17', 'Saturday evening')]",STATE TIMES NEWS New Delhi: A fire broke out at the AIIMS here on Saturday evening and 34 fire tenders were rushed to the site.,fire
6088,1323,"Fire at AIIMS, 34 fire tenders rushed",[],Dark plumes of smoke were seen billowing out from top of the premier health institute.,fire
6089,1323,"Fire at AIIMS, 34 fire tenders rushed",[],There was no immediate report of anyone being injured in A fire.,fire
6090,1323,"Fire at AIIMS, 34 fire tenders rushed",[],A Delhi Fire [&#8230;],fire
6091,1324,Mob lynching: A new kind of terrorism,[],"Dear Editor, Now a days our society is suffering from a new kind of challenge which is oftenly practise by mob by taking law in mob's hands.many suspicious people involved in crimes like rape,kidnapping,animal smuggling, child lifting etc beaten publically by mob till hands.many suspicious people involved in crimes like rape,kidnapping,animal smuggling, child lifting etc's death.",rape
6092,1324,Mob lynching: A new kind of terrorism,[],In some cases some innocent people become the victim of [&#8230;],rape
6093,1325,JKNPP protests downgrading of J&K as UT,"[('2019-08-19', 'Monday')]",STATE TIMES NEWSNEW DELHI: A huge contingent of NPP workers on Monday reached DELHI and held a massive demonstration at Jantar-Mantar to lodge protest against the raw deal meted out to Jammu region in recently passed J&#38;K Reorganisation bill and Jammu region's declaration as a UT by appending Jammu region to Kashmir.,protest
6094,1325,JKNPP protests downgrading of J&K as UT,[],A huge contingent of NPP workers led [&#8230;],protest
6095,1326,Restore Dogra Certificate to Jammu youth: Harsh,"[('2019-08-20', 'Tuesday')]","STATE TIMES NEWSNEW DELHI: Expressing concern over gross neglect of Dogra culture, heritage and Dogra identity by various Governments during past few years, JKNPP Chairman and former Minister, Harsh Dev Singh on Tuesday appealed to the Union Home Ministry to take measures for safeguarding rich Dogra traditions and values.",take
6096,1326,Restore Dogra Certificate to Jammu youth: Harsh,[],"JKNPP Chairman and former Minister, Harsh Dev Singh sought immediate revival of Dogra [&#8230;]",take
6097,1327,Bootlegger held,"[('2019-08-16', 'Friday')]",STATE TIMES NEWS JAMMU: Police on Friday nabbed a bootlegger and recovered 32 bottles of illicit liquor from a bootlegger's possession.,off
6098,1327,Bootlegger held,[],"As per the details, Domana Police on a tip off raided a suspected location and nabbed a bootlegger while selling illicit liquor.",off
6099,1327,Bootlegger held,[],"The accused identified as Shamsher Lal, resident of Marh was arrested and police [&#8230;]",off
6100,1328,JKSAC welcomes abrogation of Art 370,[],STATE TIMES NEWSJAMMU: Jammu Kashmir Sharnarthi Action Committee (JKSAC) a legendry registered organization has welcomed the abrogation of Article 370 and termed the abrogation of Article 370 a historical decision and a very bold move by the Prime Minister Narendra Modi and Home Minister Amit Shah.,move
6101,1328,JKSAC welcomes abrogation of Art 370,[],Jammu Kashmir Sharnarthi Action Committee (JKSAC) a legendry registered organization held a meeting under Jammu Kashmir Sharnarthi Action Committee (JKSAC) a legendry registered organization's president Gurdev Singh in which the [&#8230;],move
6102,1329,Prez Kovind inaugurates bunker museum at Maha Raj Bhavan,"[('2019-08-18', 'Sunday')]",Mumbai: President Ram Nath Kovind on Sunday inaugurated the underground &#8216;Bunker Museum&#8217; at Raj Bhavan in Mumbai.,fire
6103,1329,Prez Kovind inaugurates bunker museum at Maha Raj Bhavan,[],"the underground &#8216;Bunker Museum&#8217; has virtual reality booths in which visitors can &#8220;time travel&#8221; to the 19th century, a state government official said.",fire
6104,1329,Prez Kovind inaugurates bunker museum at Maha Raj Bhavan,[],the underground &#8216;Bunker Museum&#8217; was created in the 19th century to fire cannons at [&#8230;],fire
6105,1330,"Advisor reviews situation, development in Kathua","[('2019-08-18', 'Sunday')]","STATE TIMES NEWSKATHUA: Advisor to Governor, Kewal Kumar Sharma on Sunday chaired a meeting at Lakhanpur to take stock of development scenario besides taking comprehensive review of prevailing situation in Kathua District.",take
6106,1330,"Advisor reviews situation, development in Kathua",[],"DDC Kathua District, Dr. Raghav Langer, ADC, Ghanshyam Singh, ASP, Ramnish Gupta, DC Excise Toll Post Lakhanpur, Ashish Gupta, AC State Taxes, Ajit Singh, [&#8230;]",take
6107,1331,Talks with Pak only on PoK now: Rajnath,"[('2019-08-18', 'Sunday')]",STATE TIMES NEWSKalka (Haryana): Defence Minister Rajnath Singh here on Sunday said there would be no talks with Pakistan unless Pakistan acts against terrorists and stops supporting terror activities.,terror
6108,1331,Talks with Pak only on PoK now: Rajnath,[],"Defence Minister Rajnath Singh further said if talks were held with Pakistan in future, talks would be only on Pakistan-occupied Kashmir (PoK).",terror
6109,1331,Talks with Pak only on PoK now: Rajnath,[],Defence Minister Rajnath Singh said said while addressing a public [&#8230;],terror
6110,1332,No one is more nationalist than Congress: Manjit,"[('2019-08-20', 'Tuesday')]",STATE TIMES NEWSVIJAYPUR: Former Minister and senior Congress leader Manjit Singh on Tuesday said Congress party is more patriotic than any other political party in the country.,struggle
6111,1332,No one is more nationalist than Congress: Manjit,[],&#8220;We have sacrificed many lives for the cause of nation and in freedom struggle.,struggle
6112,1332,No one is more nationalist than Congress: Manjit,[],We must remember the sacrifices of our two former Prime Ministers Indra Gandhi and [&#8230;],struggle
6113,1333,"DC visits flood prone areas, emphasises effective monitoring","[('2019-08-17', 'today')]","STATE TIMES NEWSKATHUA: Deputy Commissioner, Dr. Raghav Langer today conducted an extensive tour of the flood-prone areas of the district to take stock of the flood-like situation caused by recent incessant rains.",take
6114,1333,"DC visits flood prone areas, emphasises effective monitoring",[],"Deputy Commissioner, Dr. Raghav Langer was accompanied by ADC, Ghanshyam Singh Bali, Executive Engineer Flood Control, Engineers and other concerned officers.",take
6115,1333,"DC visits flood prone areas, emphasises effective monitoring",[],"Deputy Commissioner, Dr. Raghav Langer visited various wards of [&#8230;]",take
6116,1334,Raina reviews ongoing membership campaign,"[('2019-08-17', 'Saturday')]","STATE TIMES NEWSJAMMU: BJP State President, Ravinder Raina on Saturday reviewed progress of party&#8217;s ongoing membership campaign in Jammu and Kashmir.",campaign
6117,1334,Raina reviews ongoing membership campaign,[],"BJP State unit conducted a meeting of BJP State unit's senior party leaders comprising MLCs, former MLAs, Morcha State Presidents, District Presidents, District Prabharis, District General Secretaries, District Membership Incharges and Co-Incharges, at Party Headquarters, Trikuta [&#8230;]",campaign
6118,1335,Asian markets rally on fresh hopes for trade talks,"[('2019-08-19', 'Monday')]",Hong Kong: Asian markets rallied Monday following a strong lead from Wall Street and comments from Donald Trump&#8217;s top economic adviser hailing &#8220;positive&#8221; trade talks with top Chinese negotiators.,off
6119,1335,Asian markets rally on fresh hopes for trade talks,[],Optimism that central banks will provide fresh support to head off a global economic recession has also lent much-needed support to regional equities after last week&#8217;s [&#8230;],off
6120,1336,"Awareness on global warming, its effects imparted","[('2019-08-19', 'Monday')]","State Times NewsKATHUA: Joint Director, Soil &#38; Water Conservation Department, Jammu Region, Jammu on Monday conducted awareness campaign on global warming, global warming's effects and dire need of rain water harvesting, In-situ soil and moisture conservation at Panchayat Ghar Jakhole, Block Barnoti in District Kathua.",campaign
6121,1336,"Awareness on global warming, its effects imparted",[],"The DSCO Kathua, Rahul Singh Majdiall along with The DSCO Kathua, Rahul Singh Majdiall's field staff, [&#8230;]",campaign
6122,1337,"Edu institutions, Airtel mobile services to start functioning in Kishtwar from today","[('2019-08-13', 'Tuesday')]","STATE TIMES NEWSKISHTWAR: Authorities in Kishtwar have ordered that all educational institutions in Kishtwar be reopened and Airtel mobile services restored from Tuesday, days after the imposition of curfew in the wake of abrogation of the special status to Jammu and Kashmir under Article 370.",curfew
6123,1337,"Edu institutions, Airtel mobile services to start functioning in Kishtwar from today",[],Some of the private schools resumed Some of the private schools's normal work [&#8230;],curfew
6124,1338,"Man booked for fraud, misguiding police",[],State Times News JAMMU: A man was booked for fraud and misguiding police.,kill
6125,1338,"Man booked for fraud, misguiding police",[],"As per the details, A man lodged a complaint with police that somebody fired upon A man in order to kill A man.",kill
6126,1338,"Man booked for fraud, misguiding police",[],"During the investigation, police questioned a person namely Ravinder Singh, resident of Amritsar, who was with A man during the incident.",kill
6127,1338,"Man booked for fraud, misguiding police",[],[&#8230;],kill
6128,1339,"LeT terrorist killed, SPO martyred in Baramulla encounter","[('2019-08-21', 'Wednesday')]","Srinagar: A Lashker-e-Toiba (LeT) terrorist killed and a policeman was martyred on Wednesday while a sub-inspector was injured in an encounter with ultras in Baramulla district of Jammu and Kashmir, police said.",killing
6129,1339,"LeT terrorist killed, SPO martyred in Baramulla encounter","[('2019-08-20', 'Tuesday')]","The encounter, which began on Tuesday, has ended with the killing of A Lashker-e-Toiba (LeT) terrorist while a special police officer (SPO) of Jammu and [&#8230;]",killing
6130,1340,"BJP destroying social harmony, economic growth in this environment not possible: Yechury","[('2019-08-21', 'Wednesday')]","New Delhi: Accusing the BJP of injecting &#8220;venom&#8221; into society and forwarding the RSS&#8217; &#8220;fascist agenda&#8221;, CPI(M) general secretary Sitaram Yechury on Wednesday said economic growth could not happen in this environment.",attack
6131,1340,"BJP destroying social harmony, economic growth in this environment not possible: Yechury",[],"Continuing CPI(M) general secretary Sitaram Yechury's attack on the BJP over lack of jobs and the state of the economy, CPI(M) general secretary Sitaram Yechury in a series of tweets said [&#8230;]",attack
6132,1341,Abhinandan’s Abhinandan,[],"Dear Editor, There is a great saying that &#8216;Fortune favours the brave&#8217;.wing commander Abhinandan an Indian origin fighter jet pilot confirm the credibility of a great saying that &#8216;Fortune favours the brave&#8217;.wing commander Abhinandan an Indian origin fighter jet pilot by showing unprecedented bravery in the battle field and then return from enemies captivity.",battle
6133,1341,Abhinandan’s Abhinandan,[],In a fierce combat and dog fight against F 16 with #8216;Fortune favours the brave&#8217;.wing commander Abhinandan an Indian origin fighter jet pilot's Mig 27 [&#8230;],battle
6134,1342,PDD to hold Bijli Adalat on Aug 31,"[('2019-08-21', 'Wednesday'), ('2019-08-31', 'August 31, 2019'), ('2019-08-24', 'Saturday'), ('2019-08-24', '11:30AM')]","STATE TIMES NEWS JAMMU: As per a handout issued here on Wednesday, Bijli Adalat will be conducted on August 31, 2019 (Saturday) in the Office Chamber of Superintending Engineer EM &#38; RE Circle-I, Ambedkar Chowk, JAMMU at 11:30AM to hear the problems of PDD consumers.",approach
6135,1342,PDD to hold Bijli Adalat on Aug 31,[],All the consumers are requested to approach the concerned Executive [&#8230;],approach
6136,1343,DDC reviews progress of PMGSY projects,[],STATE TIMES NEWSKISHTWAR: Deputy Commissioner Angrez Singh Rana reviewed the progress on Pradhan Mantri Gram Sadak Yojana (PMGSY) projects here at a meeting of concerned officers and executing agencies.,execution
6137,1343,DDC reviews progress of PMGSY projects,[],Concerned officers apprised the DDC about the physical and financial status of the projects under execution in the district.,execution
6138,1343,DDC reviews progress of PMGSY projects,[],Concerned XENs apprised about the bottle-necks impeding [&#8230;],execution
6139,1344,Balwant Thakur takes over as Cultural Diplomat of India to South Africa,[],"STATE TIMES NEWSJOHANNESBURG: Balwant Thakur took over the charge of this the Cultural Diplomat of India to South Africa at the Consulate General of India, Johannesburg.",charge
6140,1344,Balwant Thakur takes over as Cultural Diplomat of India to South Africa,[],"Balwant Thakur will now be heading the ICCR&#8217;s Swami Vivekanand Cultural Centre, Johannesburg (South Africa) as head of the Centre/ Director for a period of three years.",charge
6141,1344,Balwant Thakur takes over as Cultural Diplomat of India to South Africa,[],Considered to be [&#8230;],charge
6142,1345,"CTF offers help to Govt, Valley traders for streamlining business operations","[('2019-08-22', 'Thursday')]","STATE TIMES NEWS JAMMU: Demanding a dedicated corridor for shipping apples and other perishable items from Kashmir zone to JAMMU, the Chamber of Traders Federations (CTF) on Thursday offered all possible help to Government agencies besides distressed Valley traders for streamlining business operations.",press
6143,1345,"CTF offers help to Govt, Valley traders for streamlining business operations",[],"While addressing a press conference, President CTF, Neeraj Anand emphasised that business [&#8230;]",press
6144,1346,Harsh seeks reconstruction of Guru Ravi Dass temple at Delhi,[],"STATE TIMES NEWSJAMMU: Flaying BJP Government for resorting to Lathi-charge and teargas shelling over Dalits holding peaceful protest in New Delhi against demolition of centuries-old Guru Ravi Dass temple in New Delhi, JKNPP Chairman and former Minister, Harsh Dev Singh said that such a suppressive move provided yet another example of centre&#8217;s autocratic style [&#8230;]",protest
6145,1347,CRPF officer kills self in Kashmir,"[('2019-08-24', 'Saturday')]","New Delhi: A 33-year-old Assistant Commandant of the CRPF posted in Kashmir allegedly committed suicide by shooting A 33-year-old Assistant Commandant of the CRPF posted in Kashmir from A 33-year-old Assistant Commandant of the CRPF posted in Kashmir's personal weapon, officials said Saturday.",suicide
6146,1347,CRPF officer kills self in Kashmir,"[('2019-08-23', 'Friday evening')]","A 33-year-old Assistant Commandant of the CRPF posted in Kashmir was found dead at A 33-year-old Assistant Commandant of the CRPF posted in Kashmir's residence in Sadar area of Anantnag on Friday evening, officials said.",suicide
6147,1347,CRPF officer kills self in Kashmir,[],A 33-year-old Assistant Commandant of the CRPF posted in Kashmir shot A 33-year-old Assistant Commandant of the CRPF posted in Kashmir from his personal weapon,suicide
6148,1348,"‘Isolation’ of J&K allowed Kashmiri youths  to be misguided, get radicalised: Modi",[],"AGENCYAbu Dhabi: Prime Minister Narendra Modi has said Jammu and Kashmir&#8217;s special status was revoked to end its &#8220;isolation&#8221; which allowed some of the youth to be &#8220;misguided, get radicalised and take to violence and terrorism&#8221;.",take
6149,1348,"‘Isolation’ of J&K allowed Kashmiri youths  to be misguided, get radicalised: Modi",[],"Defending Prime Minister Narendra Modi's government&#8217;s moves, Prime Minister Narendra Modi said it was India&#8217;s &#8220;internal steps&#8221; which was taken in a &#8220;completely democratic, open, [&#8230;]",take
6150,1349,Leh Admn takes measures for traffic decongestion,[],"STATE TIMES NEWS LEH: District Administration, Leh is going to take several corrective measures to decongest vehicular traffic in and around Leh town.",take
6151,1349,Leh Admn takes measures for traffic decongestion,[],"Under the supervision of DC, Leh Sachin Kumar, minor interventions are being made by District Administration, Leh.",take
6152,1349,Leh Admn takes measures for traffic decongestion,[],"DC, Leh Sachin Kumar said that initially efforts are being made to decongest the traffic stretches between Dibi-Tu [&#8230;]",take
6153,1350,"One IAS, 4 KAS officers transferred","[('2019-08-26', 'Monday')]",STATE TIMES NEWS JAMMU: The government on Monday transferred one IAS and four KAS officers.,charge
6154,1350,"One IAS, 4 KAS officers transferred",[],"According to GAD order, Ravinder Kumar, IAS (JK:2012), Managing Director, J&#38;K IT Infrastructure Company, holding additional charge of Managing Director, SIDCO, has been transferred and posted as Managing Director, J&#38;K SIDCO.",charge
6155,1350,"One IAS, 4 KAS officers transferred",[],"Ravinder Kumar, IAS (JK:2012), Managing Director, J&#38;K IT Infrastructure Company, holding additional charge of Managing Director, SIDCO shall also hold the charge of the post [&#8230;]",charge
6156,1351,Terror-funding: Court sends Er Rashid to judicial custody,"[('2019-08-21', 'Wednesday')]","STATE TIMES NEWSNew Delhi: A Delhi court on Wednesday sent former independent MLA in Jammu and Kashmir, Sheikh Abdul Rashid to judicial custody in a case related to funding of terror activities in the Valley.",terror
6157,1351,Terror-funding: Court sends Er Rashid to judicial custody,[],"Popularly known as Rashid Engineer, former independent MLA in Jammu and Kashmir, Sheikh Abdul Rashid was a legislator from the Langate Assembly seat in north Kashmir and is the [&#8230;]",terror
6158,1352,Khayyam’s melodious songs will be remembered for ever,[],"Dear Editor, Veteran Bollywood music composer and Padma Bhushan Mohammed Zahur Khayyam Hashmi passing away is a great loss to film industry.",film
6159,1352,Khayyam’s melodious songs will be remembered for ever,[],Khayyam&#8217;s songs touched the hearts of generations.,film
6160,1352,Khayyam’s melodious songs will be remembered for ever,[],Khayyam&#8217;s made Rekha&#8217;s Umrao Jaan magically adorn the silver screen with Khayyam&#8217;s's subtle tunes like &#8216;Dil Cheez kya hai&#8217;.,film
6161,1352,Khayyam’s melodious songs will be remembered for ever,[],Khayyam&#8217;s began Khayyam&#8217;s's musical career at [&#8230;],film
6162,1353,Maj Gen Airy visits NCC Training Camp Nagrota,[],"STATE TIMES NEWSJAMMU: Major General N.K Airy, Additional Director General, NCC Directorate (J&#38;K), visited NCC Training Camp at Nagrota.",battle
6163,1353,Maj Gen Airy visits NCC Training Camp Nagrota,[],"Major General N.K Airy, Additional Director General, NCC Directorate (J&#38;K) was briefed by Col Sukhbir Singh Assla, Camp Commandant about the ongoing training activities in NCC Training Camp at Nagrota.",battle
6164,1353,Maj Gen Airy visits NCC Training Camp Nagrota,[],"Major General N.K Airy, Additional Director General, NCC Directorate (J&#38;K) witnessed ongoing training activities such as obstacle course training, tent pitching, field craft, battle craft &#38; [&#8230;]",battle
6165,1354,"Advisor Khan visits educational institutions, expresses  satisfaction over attendance","[('2019-08-22', 'Thursday')]",STATE TIMES NEWS SRINAGAR: Advisor to Governor Farooq Khan on Thursday visited various government offices and educational institutions of Srinagar district.,take
6166,1354,"Advisor Khan visits educational institutions, expresses  satisfaction over attendance",[],"During visited, Advisor to Governor Farooq Khan expressed satisfaction over the attendance of staff in the educational institutions and directed the Heads of institutions to take appropriate action against the absentees.",take
6167,1354,"Advisor Khan visits educational institutions, expresses  satisfaction over attendance",[],"At Government Middle School Kothibagh, [&#8230;]",take
6168,1355,PCCF reviews functioning of Forest Department,"[('2019-08-22', 'Thursday')]","State Times News SRINAGAR: Principal Chief Conservator Forests, Dr Mohit Gera, on Thursday convened a meeting here to review the functioning of the Department in Kashmir region and take stock of implementation of decisions taken in the previous meetings chaired by Advisor to Governor K. Vijay Kumar.",take
6169,1355,PCCF reviews functioning of Forest Department,[],"During a meeting, Principal Chief Conservator Forests, Dr Mohit Gera pointed out major challenges [&#8230;]",take
6170,1356,Triple Talaq: SC issues notice to Centre on plea against new law; agrees to examine validity,"[('2019-08-23', 'Friday')]",New Delhi: The Supreme Court on Friday agreed to examine the validity of a newly enacted law which makes the practice of instant divorce through triple talaq among Muslims a punishable offence entailing imprisonment of up to three years.,offence
6171,1356,Triple Talaq: SC issues notice to Centre on plea against new law; agrees to examine validity,[],A bench of justices N V Ramana and Ajay Rastogi issued notice the Centre on a [&#8230;],offence
