article_id,article_date,event,stanford_location,allen_location,stanford_date,heidal_date,best_location,best_date
3403,2019-08-01T20:11:24.000Z,J&K Governor’s Advisor Farooq Khan Thursday met several deputations and individuals here and listened to several deputations and individuals's grievances and demands.,,,2019-08-01,"[('2019-08-01', 'Thursday')]",,
3424,2019-08-02T01:30:00.000Z,"RDD constructing 206 play-fields in 151 Panchayats at the cost of Rs 8.23 crore Advisors to Governor K Vijay Kumar, Kewal Kumar Sharma and K Skandan Thursday jointly inaugurated newly installed facility of flood lights at Sher-e-Kashmir Stadium Bandipora.",['Sher - e-Kashmir Stadium Bandipora'],,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3425,2019-08-02T01:30:00.000Z,‘Any attempt to alter any State’s constitutional position unacceptable’ Jammu and Kashmir Socio Economic Coordination Committee (JKSECC) has expressed dismay over extra ordinary panic created by the advisories issued by various government departments and various rumours.,,['Jammu and Kashmir'],,[],,
3427,2019-08-02T01:30:00.000Z,Pitch for restoration of DG tourism post The members of Adventure Tour Operators Association of Kashmir (ATOAK) and J&K Ski and Mountaineering Association (JKSMA) hailed Government’s decision to open some new trekking routes in District Kargil and Zanaskar areas.,['District'],,,[],,
3430,2019-08-02T01:30:00.000Z,"Rs 149.68 cr disbursed among SHGs Union Joint Secretary, Ministry of Rural Development (MRD), Nita Kejriwal today convened a meeting to review the implementation of ‘Umeed’ scheme in Jammu and Kashmir.",['Kashmir'],['Jammu and Kashmir'],2019-08-02,"[('2019-08-02', 'today')]",,
3431,2019-08-02T01:30:00.000Z,"Principal Secretary Animal, Sheep and Fisheries department Thursday said Poultry estate in Tral will revolutionize the economy of Tral.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3436,2019-08-02T01:30:00.000Z,"Srinagar parts submerge, people aghast Light to moderate rainfall Thursday caused water-logging in most areas of Srinagar thereby exposing the fragile drainage system of Srinagar and tall claims of the district administration.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3438,2019-08-02T01:30:00.000Z,"Will take eight more months to ensure proper drainage system: DC Sgr As the Srinagar witnessed inundation yet again due to the fresh rainfall wee hours of Thursday, the trade bodies here lashed out at the concerned authorities for ‘failing’ to repair the drainage system.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3439,2019-08-02T01:30:00.000Z," Hurriyat (G) Thursday terminated the basic membership of one of Hurriyat (G)'s constituent, Islamic Political Party.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3445,2019-08-02T01:30:00.000Z,Says will serve to the best interests of people Tariq Hussain Ganai on Thursday assumed the charge as Deputy Commissioner (DC) Budgam.,['Budgam'],,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3446,2019-08-02T01:30:00.000Z,Assumes charge of Director Information and Public Relations Director Information and Public Relations (DIPR) Dr Sherish Asghar Thursday said that Dr Sherish Asghar's priorities will be to further strengthen the relations between government and people.,,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3447,2019-08-02T01:30:00.000Z,"Pollution, operational cost of SRTC vehicles to go down with the initiative, says Samoon Government is going to erect robust electric vehicle (EV) charging infrastructure across Samoon Government for newly introduced fleet of electric buses of SRTC.",['Samoon Government'],,,[],,
3454,2019-08-02T01:30:00.000Z,"Advisor to Governor, Farooq Khan, on Thursday called for swift redressal of issues faced by the people.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3456,2019-08-02T01:30:00.000Z,"The government on Thursday appointed nine people to the DoPT, addressing the long-pending issue of appointments on compassionate ground.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3469,2019-08-02T01:30:00.000Z,Army Chief Gen Bipin Rawat Thursday began two-day visit to Kashmir and reviewed the prevailing security situation in Kashmir.,['Kashmir'],,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3469,2019-08-02T01:30:00.000Z,"Army Chief Gen Bipin Rawat arrived in Srinagar on Thursday on a two-day visit to Kashmir to review the prevailing security situation in the valley, a defence spokesman said.",['Kashmir'],['Srinagar'],2019-08-02,"[('2019-08-01', 'Thursday')]",,
3472,2019-08-02T01:30:00.000Z,"Distributes 191 regularization orders under SRO 64 Advisor to Governor, K.K Sharma Thursday said the government was aiming to take several steps to channelize human resource for better service delivery in the State.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3478,2019-08-02T01:30:00.000Z,"‘Situation in JK normal’ Describing Situation in JK JK as normal, Governor Satya Pal Malik Thursday put all speculations around the possible abrogation of Article 35-A to rest.",,,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3482,2019-08-02T03:31:51.000Z,A soldier was killed and another injured in an ongoing gunfight with the militants in Pandushan village of south Kashmir’s Shopian district on Friday.,"['Kashmir', 'Pandushan', 'Shopian']",['Pandushan'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3485,2019-08-02T04:15:16.000Z,Militants set off an Improvised Explosive Device (IED) when an armoured vehicle of the army was passing through Litter area of south Kashmir’s Pulwama district early Friday morning.,"['Litter', 'Kashmir']",,2019-08-02,"[('2019-08-02', 'early Friday morning')]",,
3488,2019-08-02T04:40:27.000Z,US President Donald Trump said on Thursday that “it is up to Prime Minister Modi” to accept Prime Minister Modi's offer to intervene in the Kashmir issue — without referring to US President Donald Trump's earlier claim that Prime Minister Modi had requested US President Donald Trump to “mediate” in the matter — something India has outright denied.,['Kashmir'],"['India', 'US']",2019-08-02,"[('2019-08-01', 'Thursday')]",,
3489,2019-08-02T04:59:57.000Z,The Anantnag town is without supply for past five days leaving the locals fuming.,,['Anantnag'],2019-08-02,[],,
3510,2019-08-02T06:03:47.000Z,"The Home Ministry on Friday said the deployment of paramilitary forces in Jammu and Kashmir was based on the security situation there and requirements of rotation, and that such things are not discussed in the public domain.",['Kashmir'],['Jammu and Kashmir'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3525,2019-08-02T06:51:41.000Z,"Citing the shattering of temperature records in New Delhi, UN Secretary-General Antonio Guterres has said the world is in “the race of the world's lives and for the world's lives” to avoid a climate change catastrophe.",,['New Delhi'],,[],,
3526,2019-08-02T06:58:32.000Z,"Soldier killed, another injured in Shopian gunfight.",['Shopian'],,,[],,
3526,2019-08-02T06:58:32.000Z,Srinagar: A soldier was killed and another injured in an ongoing gunfight on Friday at Pandushan village of south Kashmir’s Shopian district.,"['Shopian', 'Pandushan village of south Kashmir']","['Pandushan', 'Srinagar']",2019-08-02,"[('2019-08-02', 'Friday')]",,
3528,2019-08-02T07:02:48.000Z,Even after 6 years authorities failed to construct this Public Toilet Complex at Gandhi Nagar Main Stop.,"['Gandhi', 'Main Stop']",,,[],,
3531,2019-08-02T07:13:00.000Z,"Over 280 companies of paramilitary forces are being deployed in the Kashmir valley, official sources said.",['Kashmir'],,,[],,
3531,2019-08-02T07:13:00.000Z,"Over 280 companies of paramilitary forces, are being deployed in vulnerable spots in the city and other parts of the Kashmir valley, official sources said.",['Kashmir'],,,[],,
3542,2019-08-02T07:41:08.000Z,Ravish Kumar wins 2019 Ramon Magsaysay Award.,,,2019-01-01,[],,
3542,2019-08-02T07:41:08.000Z,Manila: Ravish Kumar on Friday was awarded 2019 Ramon Magsaysay Award.,,['Manila'],2019-01-01,"[('2019-08-02', 'Friday')]",,
3543,2019-08-02T07:47:04.000Z,"External Affairs Minister S Jaishankar on Friday made it clear to External Affairs Minister S Jaishankar's American counterpart Mike Pompeo that any discussion on Kashmir, if at all warranted, will only be with Pakistan and only bilaterally, days after US President Donald Trump offered to mediate on the vexed issue.",['Kashmir'],"['Pakistan', 'US']",2019-08-02,"[('2019-08-02', 'Friday')]",,
3544,2019-08-02T07:55:47.000Z,"With trade and geopolitical tensions heating up, UN Secretary-General Antonio Guterres has warned that the world could fracture into two competing blocs – led by the US and China – with two competing blocs – led by the US and China – with their own Internet, currency, trade system and military strategy's own Internet, currency, trade system and military strategy.",,"['China', 'US']",,[],,
3547,2019-08-02T08:05:05.000Z,State Gurudwara Parbandhak Board Chairman T S Wazir addressing press conference in Jammu.,,['Jammu'],,[],,
3551,2019-08-02T08:54:07.000Z,Police in Jammu and Kashmir on Friday said Police in Jammu and Kashmir have arrested three drug peddlars and recovered charas worth Rs 2.6 crores from three drug peddlars's possession.,['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3552,2019-08-02T08:59:21.000Z,"The Modi government will take an “appropriate decision” at the “appropriate time” on Articles 370 and 35-A and it will be in the interest of Jammu and Kashmir as well as the country, the BJP’s poll in-charge for the state Avinash Rai Khanna said on Friday.",['Kashmir'],['Jammu and Kashmir'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3561,2019-08-02T09:47:37.000Z,"Srinagar: The situation along LoC is under control and largely peaceful, Army said on Friday, asserting that Army will not allow Pakistan to disturb peace in Kashmir.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3562,2019-08-02T09:49:18.000Z,"The situation along the LoC is under control and largely peaceful, the Army said on Friday, asserting that the Army will not allow Pakistan to disturb peace in Kashmir.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3565,2019-08-02T10:11:08.000Z,"Women are feminine and fragile and, therefore, should not be made to work in night shift jobs, Goa BJP’s woman MLA Alina Saldanha said on Friday.",,,2019-08-02,"[('2019-08-02', 'Friday')]",,
3567,2019-08-02T10:40:07.000Z,The Jammu and Kashmir government on Friday asked Amarnath Yatris and tourists to immediately make necessary arrangements to cut short Amarnath Yatris and tourists's stay in the Valley and return as soon as possible in the wake of intelligence inputs of “specific threats” to the pilgrimage.,['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3574,2019-08-02T10:49:18.000Z,"SRINAGAR, AUGUST 02: The Government today issued security advisory for Amarnath Yatris, tourists to curtail Amarnath Yatris, tourists's stay in Kashmir valley.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'today')]",,
3586,2019-08-02T12:28:11.000Z,"CPI(M) general secretary Sitaram Yechury hit out at the government on Friday over a security advisory issued for the Amarnath pilgrims and tourists in the Kashmir valley, saying Parliament should have been taken into confidence before sending out such a missive.",['Kashmir'],['Amarnath'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3587,2019-08-02T12:31:10.000Z,"The Jammu and Kashmir police will procure pepper ball launching guns (PBLGs) and remotely operated vehicles (RoVs) to deal with the law and order situation in Kashmir Valley, an official said.",['Kashmir'],['Jammu'],,[],,
3588,2019-08-02T12:38:04.000Z,"Pakistan-based militants are planning to target the Amarnath Yatra in the Kashmir Valley but security forces are up to the task to foil any such design, the army said on Friday.","['Kashmir', 'Amarnath Yatra']",['Pakistan'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3590,2019-08-02T12:47:49.000Z,"Jammu: The Jammu and Kashmir police will procure pepper ball launching guns (PBLGs) and remotely operated vehicles (RoVs) to deal with the law and order situation in Kashmir Valley, an official said.",['Kashmir'],,,[],,
3596,2019-08-02T13:16:51.000Z,The National Conference and the Peoples Democratic Party reacted strongly to the security advisory on Friday asking Amarnath pilgrims and tourists to leave Kashmir as soon as possible.,['Kashmir'],['Amarnath'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3601,2019-08-02T13:27:41.000Z,Srinagar: The National Conference and the Peoples Democratic Party reacted strongly to the security advisory on Friday asking Amarnath pilgrims and tourists to leave Kashmir as soon as possible.,['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3604,2019-08-02T13:53:00.000Z,Journalist Ravish Kumar of NDTV has won the prestigious Ramon Magsaysay Award 2019 for Journalist Ravish Kumar of NDTV's “courage undaunted” while “harnessing journalism to give to the voiceless”.,,,2019-01-01,[],,
3605,2019-08-02T14:15:59.000Z,"Requesting people not to pay heed to rumours, the Divisional Commissioner Kashmir, Baseer Ahmad Khan, today rebutted rumours.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'today')]",,
3606,2019-08-02T14:23:00.000Z,"Reacting to reports that the government has put the Air Force and the Army on high operational alert, former Jammu and Kashmir chief minister and NC vice president Omar Abdullah said this sort of alert, if actually issued, would be about something very different.",['Kashmir'],['Jammu and Kashmir'],,[],,
3608,2019-08-02T14:26:00.000Z,The Parliament on Friday approved an amendment to the anti-terror law to give powers to the central government to designate an individual as terrorist and seize an individual's properties.,,,2019-08-02,"[('2019-08-02', 'Friday')]",,
3609,2019-08-02T14:28:00.000Z,"India has asked Pakistan to provide ""unimpeded"" consular access to Kulbhushan Jadhav in an environment free from the ""fear of intimidation"" and reprisal, in sync with the ruling by the International Court of Justice in Kulbhushan Jadhav's case, official sources said on Friday.",,"['India', 'Pakistan']",2019-08-02,"[('2019-08-02', 'Friday')]",,
3610,2019-08-02T14:30:00.000Z,"The Modi government will take an ""appropriate decision"" at the ""appropriate time"" on Articles 370 and 35-A and it will be in the interest of Jammu and Kashmir as well as the country, the BJP's poll in-charge for the state Avinash Rai Khanna said on Friday.",['Kashmir'],['Jammu and Kashmir'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3611,2019-08-02T14:35:00.000Z,"Opposition parties on Friday slammed the amendment to the Unlawful Activities (Prevention) Act which will empower government to declare individuals as terrorists, saying the amendment to the Unlawful Activities (Prevention) Act which will empower government to declare individuals as terrorists was ""draconian"" and could be misused against anyone opposed to the ruling establishment.",,,2019-08-02,"[('2019-08-02', 'Friday')]",,
3612,2019-08-02T14:39:07.000Z,"SRINAGAR, AUGUST 02: Requesting people not to pay heed to rumours, the Divisional Commissioner Kashmir, Baseer Ahmad Khan, AUGUST 02 rebutted rumours.",['Kashmir'],,2019-08-02,[],,
3613,2019-08-02T14:43:53.000Z,"SRINAGAR, AUGUST 02: The Union Ministry of Home Affairs Friday approved the proposal of State Government to enhance the monthly honorarium of Special Police Officers (SPOs) of Jammu and Kashmir Police.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3614,2019-08-02T15:07:00.000Z,"The situation along the LoC is under control and largely peaceful, the Army said on Friday, asserting that the Army will not allow Pakistan to disturb peace in Kashmir.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'Friday')]",,
3615,2019-08-02T15:20:00.000Z,"Several small bombs exploded across Bangkok on Friday, rattling Bangkok as Bangkok hosted a regional summit attended by US Secretary of State Mike Pompeo and leaving four people wounded but not disrupting a regional summit attended by US Secretary of State Mike Pompeo.",,"['Bangkok', 'US']",2019-08-02,"[('2019-08-02', 'Friday')]",,
3620,2019-08-02T16:05:00.000Z,The government has asked Amarnath yatris and tourists to curtail Amarnath yatris and tourists's stay in Kashmir valley in view of threats from militants.,['Kashmir'],,,[],,
3620,2019-08-02T16:05:00.000Z,The advisory was issued by State Home Department keeping in view the militant threats and prevailing situation in Kashmir valley.,['Kashmir'],,,[],,
3645,2019-08-02T18:15:20.000Z,"Srinagar: Governor met at short notice a delegation of political leaders including Mehbooba Mufti, Sajjad Line, Imran Ansari and Shah Faesal.",,['Srinagar'],,[],,
3659,2019-08-02T18:33:09.000Z,"Kabul, Aug 2 (AP) Afghan officials say Taliban have targeted police checkpoint, killing 10.",,['Kabul'],2019-08-02,"[('2019-08-02', 'Aug 2')]",,
3661,2019-08-02T18:34:18.000Z,"Definitely one day I want to become India coach: I. Kolkata, Aug 2 : I on Friday said I aspires to be India's cricket coach some time in future but has no interest in be at this point.",,,2019-08-02,"[('2019-08-02', 'Aug 2'), ('2019-08-02', 'Friday')]",,
3663,2019-08-02T18:34:39.000Z,"JAMMU, AUGUST 02: Director School Education Jammu (DSEJ) Anuradha Gupta today held online interactive session with students on JKNN portal with students and teachers from various schools across the JAMMU division.",,,2019-08-02,"[('2019-08-02', 'today')]",,
3666,2019-08-02T18:35:30.000Z,"Tokyo, Aug 2 : The battle to combat climate change will ""succeed or fail"" based on what happens in Asia, UN officials said Friday.",,,2019-08-02,"[('2019-08-02', 'Aug 2'), ('2019-08-02', 'Friday')]",,
3670,2019-08-02T18:39:27.000Z,"Govt rolls out 102, 108 ambulance services in JK.",,['JK'],,[],,
3685,2019-08-02T18:55:00.000Z,"Left parties hit out at the government on Friday over a security advisory issued for the Amarnath pilgrims and tourists in the Kashmir valley, saying Parliament should have been taken into confidence before sending out such a missive.",['Kashmir'],['Amarnath'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3686,2019-08-02T19:00:24.000Z,"New Delhi, Aug 02: The Delhi High Court on Friday dismissed bail plea of Geelani’s aide in funding caseGeelani’s aideGeelani’sfunding case.",,,2019-08-02,"[('2019-08-02', 'Aug 02'), ('2019-08-02', 'Friday')]",,
3689,2019-08-02T19:01:31.000Z,"New Delhi, Aug 02: Congress on Friday demanded a reply from the government in Lok Sabha on the security advisory asking Amarnath pilgrims and tourists to leave Kashmir as soon as possible.","['Lok', 'Kashmir']",,2019-08-02,"[('2019-08-02', 'Aug 02'), ('2019-08-02', 'Friday')]",,
3690,2019-08-02T19:02:52.000Z,"Srinagar, Aug 02: The government on Friday accorded sanction for abolishes.",,,2019-08-02,"[('2019-08-02', 'Aug 02'), ('2019-08-02', 'Friday')]",,
3697,2019-08-02T19:07:21.000Z,"Pak urges US to ""persuade"" India to start talks on Kashmir.",['Kashmir'],"['India', 'US']",,[],,
3697,2019-08-02T19:07:21.000Z,"Islamabad, Aug 02: Pakistan Foreign Minister Shah Mahmood Qureshi on Friday urged US to use US's ""influence"" to ""persuade"" India to start talks on the peaceful resolution of the Kashmir issue.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'Aug 02'), ('2019-08-02', 'Friday')]",,
3698,2019-08-02T19:08:25.000Z,"Washington, Aug 02: Trump has said the issue of Kashmir is a bilateral matter between India and Pakistan but Trump would be happy to mediate if India and Pakistan want Trump to do so.",['Kashmir'],,2019-08-02,"[('2019-08-02', 'Aug 02')]",,
3734,2019-08-02T20:01:04.000Z,MSCL inks MoU with BVG India for operationalization,,['India'],,[],,
3757,2019-08-02T20:24:50.000Z,Additional forces meant to provide rest to troops in Kashmir: DGP,['Kashmir'],,,[],,
3768,2019-08-02T20:59:55.000Z,Chairman of Hurriyat Conference (M) Mirwaiz Umar Farooq on Friday said that “Article 35A is an Article of faith” and Article 35A should not be breached.,,,2019-08-02,"[('2019-08-02', 'Friday')]",,
3769,2019-08-02T21:01:13.000Z,"Terming the prevailing situation as “existential threat” to Jammu and Kashmir, Peoples United Front (PUF) leader Shah Faesal Friday said unity among political parties can bring the state out of uncertainty.",['Kashmir'],['Jammu and Kashmir'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3770,2019-08-02T21:06:56.000Z,Hundreds of stranded Amarnath pilgrims at Bhaghwati Nagar Yatri Niwas here were left high and dry after Jammu and Kashmir government issued a security advisory to pilgrims and tourists to leave Kashmir in view of the militant threat.,"['Kashmir', 'Yatri Niwas', 'Bhaghwati']",['Jammu and Kashmir'],,[],,
3771,2019-08-02T21:07:33.000Z,Tension gripped Chenab Valley and Pir Panchal regions after deployment of fresh paramilitary forces at many places on Friday in Chenab Valley and Pir Panchal regions.,['Chenab'],"['Chenab Valley', 'Pir Panchal']",2019-08-02,"[('2019-08-02', 'Friday')]",,
3772,2019-08-02T21:09:02.000Z,"With situation appearing turbulent in Kashmir, aviation regulator DGCA advised airlines on Friday to remain ready to operate additional flights from the Srinagar airport if the need arises, according to a source.",['Kashmir'],['Srinagar'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3773,2019-08-02T21:10:14.000Z,"Over 280 companies of security forces are in the process of being deployed in the Kashmir, official sources said on Thursday.",['Kashmir'],,2019-08-02,"[('2019-08-01', 'Thursday')]",,
3774,2019-08-02T21:11:28.000Z,Authorities on Friday sounded a high alert in Jammu province.,,['Jammu'],2019-08-02,"[('2019-08-02', 'Friday')]",,
3775,2019-08-02T21:12:52.000Z,"Barely hours after Amarnath yatris and tourists were asked to leave Kashmir, authorities said that there is no need to be panic and measures are being taken for safety and security of general public.",['Kashmir'],,,[],,
3776,2019-08-02T21:15:45.000Z,"The Jammu and Kashmir Governor Satya Pal Malik met a delegation of political leaders including Mehbooba Mufti, Shah Faesal, Sajjad Lone and Imran Ansari here, an official spokesman said.",['Kashmir'],['Jammu and Kashmir'],,[],,
3779,2019-08-02T21:31:22.000Z,Inhabitants of Kakora village in Manjakote Tehsil of Rajouri district staged a demonstration here against the delay in the implementation of an order to notify Kakora village in Manjakote Tehsil of Rajouri district as a backward area.,"['Manjakote Tehsil of Rajouri', 'Kakora']","['Rajouri', 'Manjakote Tehsil', 'Kakora', 'Kakora village']",,[],,
3782,2019-08-03T03:08:21.000Z,A militant was killed and an army soldier wounded in a gunfight that broke out in Warpora area of Sopore in north Kashmir’s Baramulla district on Saturday morning.,"['Baramulla', 'Kashmir', 'Sopore', 'Warpora']","['Sopore', 'Baramulla']",2019-08-03,"[('2019-08-03', 'Saturday morning')]",,
3784,2019-08-03T03:47:29.000Z,"Militant killed,armyman injured in Sopore gunfight.",['Sopore'],['Sopore'],,[],,
3784,2019-08-03T03:47:29.000Z,"Srinagar, August 03: Militant has been killed and armyman injured in a fierce gunfight which broke out between militants and government forces in Malmapanpora area of Warpora of North Kashmir’s Sopore on Saturday.","['Sopore', 'Malmapanpora', 'Warpora of North Kashmir']",,2019-08-03,"[('2019-08-03', 'August 03'), ('2019-08-03', 'Saturday')]",,
3792,2019-08-03T05:28:30.000Z,Jammu and Kashmir Police on Saturday said the militant killed in a gunfight with the security forces in south Kashmir’s Shopian district last evening was affiliated with Jaish-e-Muhammad (JeM) group.,"['Shopian', 'Kashmir', 'Jaish - e-Muhammad']",['Kashmir'],2019-08-03,"[('2019-08-03', 'Saturday'), ('2019-08-02', 'last evening')]",,
3802,2019-08-03T06:00:00.000Z,"Two departments have no faculty, patient care takes hit Shortage of faculty at Sher-e-Kashmir Institute of Medical Sciences (SKIMS), Soura is poor to the extent that more than 100 faculty positions are lying vacant in 36 departments plaguing patient care in Sher-e-Kashmir Institute of Medical Sciences (SKIMS), Soura.",,['Soura'],,[],,
3808,2019-08-03T06:00:00.000Z,"Rs 26.55 crore allocated for various road safety measures Financial Commissioner, Finance, Arun Kumar Mehta chaired the meeting of Fund Management Committee for finalisation of Road Safety Fund Action Plan for the financial year 2019-20 here today.",,,2019-08-03,"[('2019-08-03', 'today')]",,
3809,2019-08-03T06:00:00.000Z,Representatives from various political parties today arranged all party meet convened by Peoples United Front (PUF).,,,2019-08-03,"[('2019-08-03', 'today')]",,
3820,2019-08-03T06:00:00.000Z,"Hints at Police’s disarmament, calls for mainstream’s unity Former chief minister and Peoples Democratic Party (PDP) President Mehbooba Mufti Friday cautioned Government of India of “USSR-like disintegration” if Government of India continues to meddle with Kashmir.",['Kashmir'],['USSR'],2019-08-03,"[('2019-08-02', 'Friday')]",,
3821,2019-08-03T06:00:00.000Z,"DGP thanks GoI, JK Govt The Government of India (GoI) Friday enhanced the monthly honorarium of Special Police Officers in Jammu and Kashmir as Special Police Officers in Jammu and Kashmir will now get Rs 6,000 to Rs 18,000, depending on Special Police Officers in Jammu and Kashmir's services.",['Kashmir'],"['Jammu and Kashmir', ""Jammu and Kashmir 's""]",2019-08-03,"[('2019-08-02', 'Friday')]",,
3825,2019-08-03T06:00:00.000Z,Army vehicle damaged in IED blast An army man and a militant were killed in an encounter at Pandoshan village of south Kashmir's Shopian district on Friday.,"['Shopian', 'Kashmir', 'Pandoshan']",['Pandoshan'],2019-08-03,"[('2019-08-02', 'Friday')]",,
3826,2019-08-03T06:00:00.000Z,Kashmir Friday witnessed “chaotic scenes” after the government asked Amarnath yatris and tourists to curtail Amarnath yatris and tourists's stay in the Valley in view of of “threats” from militants.,['Kashmir'],,2019-08-03,"[('2019-08-02', 'Friday')]",,
3830,2019-08-03T06:00:00.000Z,"Yatris, tourists asked to curtail stay in Valley and return In an unprecedented security measure, Jammu and Kashmir government on Friday suspended ongoing Amarnath yatra after inputs of possible attack on yatris.",['Kashmir'],['Jammu and Kashmir'],2019-08-03,"[('2019-08-02', 'Friday')]",,
3833,2019-08-03T06:00:00.000Z,"Joint Director Information and Public Relations, Jammu Naresh Kumar on Friday presented Rs 2 lakh financial assistance to wife of late Arun Kumar Gupta, senior journalist.",,['Jammu'],2019-08-03,"[('2019-08-02', 'Friday')]",,
3833,2019-08-03T06:00:00.000Z,"As per an official, late Arun Kumar Gupta, senior journalist died on October 19, 2017 due to electric shock.",,,2017-10-19,"[('2017-10-19', 'October 19, 2017')]",,
3845,2019-08-03T06:54:35.000Z,"Jammu: 'Machail Mata Yatra' Jammu was suspended on Saturday due to security reasons, officials said.",,,2019-08-03,"[('2019-08-03', 'Saturday')]",,
3854,2019-08-03T07:44:42.000Z,45-Year Old Man Killed In Mysterious Blast In Near Sadna Top.,,['Sadna'],,[],,
3854,2019-08-03T07:44:42.000Z,"Srinagar, Aug 3: 45-Year Old Man died in a mysterious blast near Sadna Top in north Kashmir’s Kupwara district on Saturday morning.","['Kashmir', 'Kupwara', 'Sadna Top']",,2019-08-03,"[('2019-08-03', 'Aug 3'), ('2019-08-03', 'Saturday morning')]",,
3855,2019-08-03T07:45:37.000Z,Jammu and Kashmir Police on Saturday said Jammu and Kashmir Police have killed second militant in Shopian gunfight.,"['Shopian', 'Kashmir']",,2019-08-03,"[('2019-08-03', 'Saturday')]",,
3856,2019-08-03T07:53:59.000Z,A 45-year old man was killed in a mysterious blast near Sadna Top in north Kashmir’s Kupwara district on Saturday morning.,"['Kashmir', 'Kupwara', 'Sadna Top']",['Sadna Top'],2019-08-03,"[('2019-08-03', 'Saturday morning')]",,
3858,2019-08-03T08:12:49.000Z,"Appealing for calm, Jammu and Kashmir Governor Satya Pal Malik on Saturday said that Kashmir has no knowledge of any changes to the constitutional provisions.",['Kashmir'],['Jammu and Kashmir'],2019-08-03,"[('2019-08-03', 'Saturday')]",,
3859,2019-08-03T08:15:27.000Z,"BJP State President Ravinder Raina along with senior leaders addressing press conference at BJP Headquarter, Jammu.",,['Jammu'],,[],,
3868,2019-08-03T08:41:20.000Z,Jammu and Kashmir Police on Saturday said the second militant killed in a gunfight with the security forces in Shopian was affiliated with Hizb ul Mujahideen.,"['Shopian', 'Kashmir']",['Shopian'],2019-08-03,"[('2019-08-03', 'Saturday')]",,
3870,2019-08-03T08:45:00.000Z,"A militant was killed and a army man injured in a fierce gunfight in Malmapanpora, Warpora area of Sopore in north Kashmir's Baramulla district on Saturday.","['Kashmir', 'Baramulla', 'Warpora', 'Sopore', 'Malmapanpora']","['Sopore', 'Kashmir', 'Malmapanpora', 'Baramulla']",2019-08-03,"[('2019-08-03', 'Saturday')]",,
3881,2019-08-03T09:44:34.000Z,"50-hour gunfight ends in Shopian; 2 militants, soldier, non-local laborer killed.",['Shopian'],['Shopian'],,[],,
3881,2019-08-03T09:44:34.000Z,"Srinagar, Aug 03: 50-hour gunfight Shopian ended on Saturday.",['Shopian'],,2019-08-03,"[('2019-08-03', 'Aug 03'), ('2019-08-03', 'Saturday')]",,
3885,2019-08-03T10:10:15.000Z,"National Conference leader Omar Abdullah on Saturday said Jammu and Kashmir Governor S P Malik has assured National Conference that no moves are planned on repealing articles 370 and 35A of the Constitution, or the state’s trifurcation.",['Kashmir'],['Jammu and Kashmir'],2019-08-03,"[('2019-08-03', 'Saturday')]",,
3890,2019-08-03T10:58:25.000Z,Air fares to and from Srinagar have increased 20-25 per cent following the state government’s security advisory on Friday to tourists and pilgrims visiting the state government’s.,,['Srinagar'],2019-08-03,"[('2019-08-02', 'Friday')]",,
3894,2019-08-03T11:31:00.000Z,"In the wake of security advisory issued by Government, the Amarnath yatris and tourists on Saturday started leaving Kashmir and Yatri Niwas base camp Jammu without having darshan at Amarnath.","['Kashmir', 'Amarnath']",,2019-08-03,"[('2019-08-03', 'Saturday')]",,
3896,2019-08-03T12:00:00.000Z,"The 43-day-long 'Machail Mata Yatra' in Kishtwar district of was suspended on Saturday due to security reasons, officials said.",,,2019-08-03,"[('2019-08-03', 'Saturday')]",,
